"";"ModelNumber";"Model";"Run";"Successes";"Successes_A";"Successes_B";"Allocated_A";"Allocated_B"
"4241";"4. Rosenberger known";"4. Rosenberger known";707;557;34;523;150;850
"4242";"5. Optimal adjusted";"5. Optimal adjusted";707;387;100;287;525;475
"4243";"1. Random";"1. Random";708;378;93;285;495;505
"4244";"6. Biased  coin";"6. Biased  coin";708;383;97;286;505;496
"4245";"2. Neyman known";"2. Neyman known";708;420;77;343;430;570
"4246";"3. RSIHR Known";"3. RSIHR Known";708;445;76;369;382;618
"4247";"4. Rosenberger known";"4. Rosenberger known";708;536;25;511;141;859
"4248";"5. Optimal adjusted";"5. Optimal adjusted";708;382;108;274;549;451
"4249";"1. Random";"1. Random";709;374;85;289;520;480
"4250";"6. Biased  coin";"6. Biased  coin";709;392;84;308;501;499
"4251";"2. Neyman known";"2. Neyman known";709;404;84;320;451;549
"4252";"3. RSIHR Known";"3. RSIHR Known";709;443;68;375;371;629
"4253";"4. Rosenberger known";"4. Rosenberger known";709;545;28;517;139;861
"4254";"5. Optimal adjusted";"5. Optimal adjusted";709;390;97;293;532;468
"4255";"1. Random";"1. Random";710;406;110;296;526;474
"4256";"6. Biased  coin";"6. Biased  coin";710;410;94;316;500;501
"4257";"2. Neyman known";"2. Neyman known";710;426;92;334;458;542
"4258";"3. RSIHR Known";"3. RSIHR Known";710;452;74;378;368;632
"4259";"4. Rosenberger known";"4. Rosenberger known";710;552;20;532;120;880
"4260";"5. Optimal adjusted";"5. Optimal adjusted";710;390;111;279;540;460
"4261";"1. Random";"1. Random";711;397;99;298;487;513
"4262";"6. Biased  coin";"6. Biased  coin";711;380;91;289;501;500
"4263";"2. Neyman known";"2. Neyman known";711;404;65;339;428;572
"4264";"3. RSIHR Known";"3. RSIHR Known";711;451;59;392;329;671
"4265";"4. Rosenberger known";"4. Rosenberger known";711;522;29;493;160;840
"4266";"5. Optimal adjusted";"5. Optimal adjusted";711;372;87;285;519;481
"4267";"1. Random";"1. Random";712;422;104;318;474;526
"4268";"6. Biased  coin";"6. Biased  coin";712;398;99;299;501;500
"4269";"2. Neyman known";"2. Neyman known";712;416;100;316;462;538
"4270";"3. RSIHR Known";"3. RSIHR Known";712;468;88;380;371;629
"4271";"4. Rosenberger known";"4. Rosenberger known";712;543;19;524;141;859
"4272";"5. Optimal adjusted";"5. Optimal adjusted";712;399;110;289;523;477
"4273";"1. Random";"1. Random";713;416;109;307;499;501
"4274";"6. Biased  coin";"6. Biased  coin";713;403;110;293;500;500
"4275";"2. Neyman known";"2. Neyman known";713;422;103;319;465;535
"4276";"3. RSIHR Known";"3. RSIHR Known";713;461;82;379;366;634
"4277";"4. Rosenberger known";"4. Rosenberger known";713;537;31;506;131;869
"4278";"5. Optimal adjusted";"5. Optimal adjusted";713;398;125;273;533;467
"4279";"1. Random";"1. Random";714;390;100;290;507;493
"4280";"6. Biased  coin";"6. Biased  coin";714;405;97;308;502;499
"4281";"2. Neyman known";"2. Neyman known";714;396;89;307;460;540
"4282";"3. RSIHR Known";"3. RSIHR Known";714;435;66;369;355;645
"4283";"4. Rosenberger known";"4. Rosenberger known";714;550;27;523;140;860
"4284";"5. Optimal adjusted";"5. Optimal adjusted";714;381;112;269;552;448
"4285";"1. Random";"1. Random";715;416;114;302;508;492
"4286";"6. Biased  coin";"6. Biased  coin";715;394;88;306;500;501
"4287";"2. Neyman known";"2. Neyman known";715;403;87;316;462;538
"4288";"3. RSIHR Known";"3. RSIHR Known";715;447;73;374;393;607
"4289";"4. Rosenberger known";"4. Rosenberger known";715;557;30;527;141;859
"4290";"5. Optimal adjusted";"5. Optimal adjusted";715;394;104;290;527;473
"4291";"1. Random";"1. Random";716;411;122;289;501;499
"4292";"6. Biased  coin";"6. Biased  coin";716;421;115;306;499;501
"4293";"2. Neyman known";"2. Neyman known";716;442;112;330;449;551
"4294";"3. RSIHR Known";"3. RSIHR Known";716;444;88;356;373;627
"4295";"4. Rosenberger known";"4. Rosenberger known";716;530;36;494;156;844
"4296";"5. Optimal adjusted";"5. Optimal adjusted";716;379;115;264;554;446
"4297";"1. Random";"1. Random";717;402;100;302;494;506
"4298";"6. Biased  coin";"6. Biased  coin";717;398;99;299;501;500
"4299";"2. Neyman known";"2. Neyman known";717;439;91;348;451;549
"4300";"3. RSIHR Known";"3. RSIHR Known";717;478;65;413;342;658
"4301";"4. Rosenberger known";"4. Rosenberger known";717;541;29;512;150;850
"4302";"5. Optimal adjusted";"5. Optimal adjusted";717;389;107;282;534;466
"4303";"1. Random";"1. Random";718;433;111;322;484;516
"4304";"6. Biased  coin";"6. Biased  coin";718;405;102;303;499;501
"4305";"2. Neyman known";"2. Neyman known";718;430;99;331;446;554
"4306";"3. RSIHR Known";"3. RSIHR Known";718;467;79;388;368;632
"4307";"4. Rosenberger known";"4. Rosenberger known";718;549;32;517;145;855
"4308";"5. Optimal adjusted";"5. Optimal adjusted";718;410;110;300;528;472
"4309";"1. Random";"1. Random";719;394;109;285;523;477
"4310";"6. Biased  coin";"6. Biased  coin";719;416;116;300;501;500
"4311";"2. Neyman known";"2. Neyman known";719;417;94;323;440;560
"4312";"3. RSIHR Known";"3. RSIHR Known";719;447;82;365;380;620
"4313";"4. Rosenberger known";"4. Rosenberger known";719;544;31;513;147;853
"4314";"5. Optimal adjusted";"5. Optimal adjusted";719;391;114;277;542;458
"4315";"1. Random";"1. Random";720;415;98;317;470;530
"4316";"6. Biased  coin";"6. Biased  coin";720;415;115;300;501;500
"4317";"2. Neyman known";"2. Neyman known";720;436;107;329;461;539
"4318";"3. RSIHR Known";"3. RSIHR Known";720;458;84;374;372;628
"4319";"4. Rosenberger known";"4. Rosenberger known";720;541;29;512;144;856
"4320";"5. Optimal adjusted";"5. Optimal adjusted";720;402;119;283;527;473
"4321";"1. Random";"1. Random";721;400;93;307;489;511
"4322";"6. Biased  coin";"6. Biased  coin";721;396;89;307;500;500
"4323";"2. Neyman known";"2. Neyman known";721;435;95;340;438;562
"4324";"3. RSIHR Known";"3. RSIHR Known";721;429;72;357;388;612
"4325";"4. Rosenberger known";"4. Rosenberger known";721;523;29;494;156;844
"4326";"5. Optimal adjusted";"5. Optimal adjusted";721;357;98;259;546;454
"4327";"1. Random";"1. Random";722;389;99;290;506;494
"4328";"6. Biased  coin";"6. Biased  coin";722;407;109;298;499;501
"4329";"2. Neyman known";"2. Neyman known";722;419;80;339;422;578
"4330";"3. RSIHR Known";"3. RSIHR Known";722;458;73;385;347;653
"4331";"4. Rosenberger known";"4. Rosenberger known";722;529;20;509;142;858
"4332";"5. Optimal adjusted";"5. Optimal adjusted";722;397;115;282;544;456
"4333";"1. Random";"1. Random";723;399;91;308;499;501
"4334";"6. Biased  coin";"6. Biased  coin";723;405;92;313;501;499
"4335";"2. Neyman known";"2. Neyman known";723;416;69;347;431;569
"4336";"3. RSIHR Known";"3. RSIHR Known";723;452;76;376;403;597
"4337";"4. Rosenberger known";"4. Rosenberger known";723;560;28;532;150;850
"4338";"5. Optimal adjusted";"5. Optimal adjusted";723;400;98;302;526;474
"4339";"1. Random";"1. Random";724;414;96;318;497;503
"4340";"6. Biased  coin";"6. Biased  coin";724;396;92;304;504;500
"4341";"2. Neyman known";"2. Neyman known";724;422;90;332;471;529
"4342";"3. RSIHR Known";"3. RSIHR Known";724;455;65;390;360;640
"4343";"4. Rosenberger known";"4. Rosenberger known";724;554;30;524;157;843
"4344";"5. Optimal adjusted";"5. Optimal adjusted";724;401;101;300;532;468
"4345";"1. Random";"1. Random";725;410;102;308;507;493
"4346";"6. Biased  coin";"6. Biased  coin";725;402;91;311;500;500
"4347";"2. Neyman known";"2. Neyman known";725;426;90;336;450;550
"4348";"3. RSIHR Known";"3. RSIHR Known";725;456;66;390;364;636
"4349";"4. Rosenberger known";"4. Rosenberger known";725;579;37;542;141;859
"4350";"5. Optimal adjusted";"5. Optimal adjusted";725;384;106;278;547;453
"4351";"1. Random";"1. Random";726;399;92;307;474;526
"4352";"6. Biased  coin";"6. Biased  coin";726;409;103;306;500;501
"4353";"2. Neyman known";"2. Neyman known";726;423;88;335;438;562
"4354";"3. RSIHR Known";"3. RSIHR Known";726;459;82;377;368;632
"4355";"4. Rosenberger known";"4. Rosenberger known";726;548;23;525;125;875
"4356";"5. Optimal adjusted";"5. Optimal adjusted";726;401;106;295;515;485
"4357";"1. Random";"1. Random";727;403;92;311;496;504
"4358";"6. Biased  coin";"6. Biased  coin";727;401;96;305;501;499
"4359";"2. Neyman known";"2. Neyman known";727;433;88;345;443;557
"4360";"3. RSIHR Known";"3. RSIHR Known";727;447;65;382;387;613
"4361";"4. Rosenberger known";"4. Rosenberger known";727;561;30;531;139;861
"4362";"5. Optimal adjusted";"5. Optimal adjusted";727;391;96;295;509;491
"4363";"1. Random";"1. Random";728;405;96;309;501;499
"4364";"6. Biased  coin";"6. Biased  coin";728;393;97;296;502;500
"4365";"2. Neyman known";"2. Neyman known";728;416;103;313;467;533
"4366";"3. RSIHR Known";"3. RSIHR Known";728;460;81;379;378;622
"4367";"4. Rosenberger known";"4. Rosenberger known";728;550;29;521;143;857
"4368";"5. Optimal adjusted";"5. Optimal adjusted";728;397;113;284;547;453
"4369";"1. Random";"1. Random";729;408;82;326;488;512
"4370";"6. Biased  coin";"6. Biased  coin";729;395;87;308;501;500
"4371";"2. Neyman known";"2. Neyman known";729;413;77;336;454;546
"4372";"3. RSIHR Known";"3. RSIHR Known";729;440;63;377;375;625
"4373";"4. Rosenberger known";"4. Rosenberger known";729;554;33;521;149;851
"4374";"5. Optimal adjusted";"5. Optimal adjusted";729;397;102;295;519;481
"4375";"1. Random";"1. Random";730;402;109;293;523;477
"4376";"6. Biased  coin";"6. Biased  coin";730;416;105;311;501;499
"4377";"2. Neyman known";"2. Neyman known";730;449;107;342;466;534
"4378";"3. RSIHR Known";"3. RSIHR Known";730;475;62;413;354;646
"4379";"4. Rosenberger known";"4. Rosenberger known";730;572;22;550;126;874
"4380";"5. Optimal adjusted";"5. Optimal adjusted";730;395;115;280;559;441
"4381";"1. Random";"1. Random";731;406;84;322;477;523
"4382";"6. Biased  coin";"6. Biased  coin";731;393;96;297;503;499
"4383";"2. Neyman known";"2. Neyman known";731;418;90;328;459;541
"4384";"3. RSIHR Known";"3. RSIHR Known";731;428;62;366;367;633
"4385";"4. Rosenberger known";"4. Rosenberger known";731;531;29;502;159;841
"4386";"5. Optimal adjusted";"5. Optimal adjusted";731;383;98;285;525;475
"4387";"1. Random";"1. Random";732;394;104;290;509;491
"4388";"6. Biased  coin";"6. Biased  coin";732;387;94;293;501;500
"4389";"2. Neyman known";"2. Neyman known";732;419;94;325;471;529
"4390";"3. RSIHR Known";"3. RSIHR Known";732;460;86;374;384;616
"4391";"4. Rosenberger known";"4. Rosenberger known";732;543;26;517;138;862
"4392";"5. Optimal adjusted";"5. Optimal adjusted";732;391;101;290;521;479
"4393";"1. Random";"1. Random";733;399;105;294;504;496
"4394";"6. Biased  coin";"6. Biased  coin";733;411;105;306;499;502
"4395";"2. Neyman known";"2. Neyman known";733;449;110;339;452;548
"4396";"3. RSIHR Known";"3. RSIHR Known";733;472;76;396;343;657
"4397";"4. Rosenberger known";"4. Rosenberger known";733;546;25;521;156;844
"4398";"5. Optimal adjusted";"5. Optimal adjusted";733;410;110;300;521;479
"4399";"1. Random";"1. Random";734;421;102;319;509;491
"4400";"6. Biased  coin";"6. Biased  coin";734;422;95;327;501;501
"4401";"2. Neyman known";"2. Neyman known";734;428;80;348;443;557
"4402";"3. RSIHR Known";"3. RSIHR Known";734;454;77;377;388;612
"4403";"4. Rosenberger known";"4. Rosenberger known";734;574;24;550;135;865
"4404";"5. Optimal adjusted";"5. Optimal adjusted";734;389;100;289;556;444
"4405";"1. Random";"1. Random";735;412;91;321;504;496
"4406";"6. Biased  coin";"6. Biased  coin";735;423;96;327;500;500
"4407";"2. Neyman known";"2. Neyman known";735;428;68;360;439;561
"4408";"3. RSIHR Known";"3. RSIHR Known";735;476;56;420;345;655
"4409";"4. Rosenberger known";"4. Rosenberger known";735;566;24;542;153;847
"4410";"5. Optimal adjusted";"5. Optimal adjusted";735;389;99;290;556;444
"4411";"1. Random";"1. Random";736;409;107;302;513;487
"4412";"6. Biased  coin";"6. Biased  coin";736;383;88;295;500;500
"4413";"2. Neyman known";"2. Neyman known";736;427;87;340;436;564
"4414";"3. RSIHR Known";"3. RSIHR Known";736;471;69;402;349;651
"4415";"4. Rosenberger known";"4. Rosenberger known";736;530;36;494;172;828
"4416";"5. Optimal adjusted";"5. Optimal adjusted";736;382;89;293;510;490
"4417";"1. Random";"1. Random";737;417;92;325;478;522
"4418";"6. Biased  coin";"6. Biased  coin";737;390;90;300;500;500
"4419";"2. Neyman known";"2. Neyman known";737;408;87;321;463;537
"4420";"3. RSIHR Known";"3. RSIHR Known";737;445;76;369;371;629
"4421";"4. Rosenberger known";"4. Rosenberger known";737;542;29;513;141;859
"4422";"5. Optimal adjusted";"5. Optimal adjusted";737;346;89;257;566;434
"4423";"1. Random";"1. Random";738;389;92;297;500;500
"4424";"6. Biased  coin";"6. Biased  coin";738;389;93;296;501;500
"4425";"2. Neyman known";"2. Neyman known";738;400;88;312;459;541
"4426";"3. RSIHR Known";"3. RSIHR Known";738;451;59;392;338;662
"4427";"4. Rosenberger known";"4. Rosenberger known";738;547;27;520;141;859
"4428";"5. Optimal adjusted";"5. Optimal adjusted";738;366;110;256;566;434
"4429";"1. Random";"1. Random";739;403;100;303;509;491
"4430";"6. Biased  coin";"6. Biased  coin";739;406;90;316;503;500
"4431";"2. Neyman known";"2. Neyman known";739;429;97;332;433;567
"4432";"3. RSIHR Known";"3. RSIHR Known";739;445;67;378;372;628
"4433";"4. Rosenberger known";"4. Rosenberger known";739;537;22;515;147;853
"4434";"5. Optimal adjusted";"5. Optimal adjusted";739;371;101;270;536;464
"4435";"1. Random";"1. Random";740;373;76;297;484;516
"4436";"6. Biased  coin";"6. Biased  coin";740;392;98;294;501;500
"4437";"2. Neyman known";"2. Neyman known";740;419;69;350;433;567
"4438";"3. RSIHR Known";"3. RSIHR Known";740;451;75;376;399;601
"4439";"4. Rosenberger known";"4. Rosenberger known";740;550;22;528;139;861
"4440";"5. Optimal adjusted";"5. Optimal adjusted";740;400;102;298;533;467
"4441";"1. Random";"1. Random";741;411;98;313;496;504
"4442";"6. Biased  coin";"6. Biased  coin";741;421;99;322;501;499
"4443";"2. Neyman known";"2. Neyman known";741;433;78;355;426;574
"4444";"3. RSIHR Known";"3. RSIHR Known";741;480;69;411;344;656
"4445";"4. Rosenberger known";"4. Rosenberger known";741;573;36;537;136;864
"4446";"5. Optimal adjusted";"5. Optimal adjusted";741;403;116;287;559;441
"4447";"1. Random";"1. Random";742;407;99;308;488;512
"4448";"6. Biased  coin";"6. Biased  coin";742;401;107;294;500;501
"4449";"2. Neyman known";"2. Neyman known";742;431;92;339;457;543
"4450";"3. RSIHR Known";"3. RSIHR Known";742;460;71;389;353;647
"4451";"4. Rosenberger known";"4. Rosenberger known";742;542;34;508;154;846
"4452";"5. Optimal adjusted";"5. Optimal adjusted";742;376;101;275;526;474
"4453";"1. Random";"1. Random";743;384;95;289;501;499
"4454";"6. Biased  coin";"6. Biased  coin";743;396;102;294;500;500
"4455";"2. Neyman known";"2. Neyman known";743;413;98;315;470;530
"4456";"3. RSIHR Known";"3. RSIHR Known";743;463;76;387;350;650
"4457";"4. Rosenberger known";"4. Rosenberger known";743;518;31;487;174;826
"4458";"5. Optimal adjusted";"5. Optimal adjusted";743;384;110;274;551;449
"4459";"1. Random";"1. Random";744;386;89;297;495;505
"4460";"6. Biased  coin";"6. Biased  coin";744;424;118;306;501;500
"4461";"2. Neyman known";"2. Neyman known";744;420;92;328;451;549
"4462";"3. RSIHR Known";"3. RSIHR Known";744;428;72;356;383;617
"4463";"4. Rosenberger known";"4. Rosenberger known";744;542;25;517;125;875
"4464";"5. Optimal adjusted";"5. Optimal adjusted";744;367;112;255;549;451
"4465";"1. Random";"1. Random";745;389;86;303;491;509
"4466";"6. Biased  coin";"6. Biased  coin";745;370;93;277;502;499
"4467";"2. Neyman known";"2. Neyman known";745;384;68;316;462;538
"4468";"3. RSIHR Known";"3. RSIHR Known";745;436;67;369;370;630
"4469";"4. Rosenberger known";"4. Rosenberger known";745;533;33;500;132;868
"4470";"5. Optimal adjusted";"5. Optimal adjusted";745;347;88;259;535;465
"4471";"1. Random";"1. Random";746;404;94;310;474;526
"4472";"6. Biased  coin";"6. Biased  coin";746;386;96;290;500;500
"4473";"2. Neyman known";"2. Neyman known";746;429;99;330;457;543
"4474";"3. RSIHR Known";"3. RSIHR Known";746;457;77;380;372;628
"4475";"4. Rosenberger known";"4. Rosenberger known";746;540;26;514;138;862
"4476";"5. Optimal adjusted";"5. Optimal adjusted";746;388;110;278;552;448
"4477";"1. Random";"1. Random";747;393;98;295;500;500
"4478";"6. Biased  coin";"6. Biased  coin";747;400;106;294;502;500
"4479";"2. Neyman known";"2. Neyman known";747;415;85;330;427;573
"4480";"3. RSIHR Known";"3. RSIHR Known";747;474;75;399;363;637
"4481";"4. Rosenberger known";"4. Rosenberger known";747;537;19;518;123;877
"4482";"5. Optimal adjusted";"5. Optimal adjusted";747;383;122;261;571;429
"4483";"1. Random";"1. Random";748;414;102;312;492;508
"4484";"6. Biased  coin";"6. Biased  coin";748;418;108;310;500;500
"4485";"2. Neyman known";"2. Neyman known";748;440;88;352;428;572
"4486";"3. RSIHR Known";"3. RSIHR Known";748;480;86;394;370;630
"4487";"4. Rosenberger known";"4. Rosenberger known";748;540;30;510;155;845
"4488";"5. Optimal adjusted";"5. Optimal adjusted";748;395;109;286;524;476
"4489";"1. Random";"1. Random";749;393;102;291;512;488
"4490";"6. Biased  coin";"6. Biased  coin";749;389;99;290;501;500
"4491";"2. Neyman known";"2. Neyman known";749;438;96;342;435;565
"4492";"3. RSIHR Known";"3. RSIHR Known";749;471;89;382;370;630
"4493";"4. Rosenberger known";"4. Rosenberger known";749;527;36;491;165;835
"4494";"5. Optimal adjusted";"5. Optimal adjusted";749;407;103;304;506;494
"4495";"1. Random";"1. Random";750;397;89;308;488;512
"4496";"6. Biased  coin";"6. Biased  coin";750;400;97;303;502;499
"4497";"2. Neyman known";"2. Neyman known";750;424;90;334;445;555
"4498";"3. RSIHR Known";"3. RSIHR Known";750;440;81;359;405;595
"4499";"4. Rosenberger known";"4. Rosenberger known";750;540;14;526;124;876
"4500";"5. Optimal adjusted";"5. Optimal adjusted";750;390;101;289;521;479
"4501";"1. Random";"1. Random";751;400;104;296;518;482
"4502";"6. Biased  coin";"6. Biased  coin";751;394;101;293;504;499
"4503";"2. Neyman known";"2. Neyman known";751;442;90;352;455;545
"4504";"3. RSIHR Known";"3. RSIHR Known";751;478;70;408;354;646
"4505";"4. Rosenberger known";"4. Rosenberger known";751;542;23;519;138;862
"4506";"5. Optimal adjusted";"5. Optimal adjusted";751;395;102;293;516;484
"4507";"1. Random";"1. Random";752;398;101;297;510;490
"4508";"6. Biased  coin";"6. Biased  coin";752;416;111;305;500;501
"4509";"2. Neyman known";"2. Neyman known";752;412;92;320;451;549
"4510";"3. RSIHR Known";"3. RSIHR Known";752;444;72;372;370;630
"4511";"4. Rosenberger known";"4. Rosenberger known";752;545;32;513;144;856
"4512";"5. Optimal adjusted";"5. Optimal adjusted";752;389;101;288;531;469
"4513";"1. Random";"1. Random";753;418;92;326;481;519
"4514";"6. Biased  coin";"6. Biased  coin";753;401;94;307;500;500
"4515";"2. Neyman known";"2. Neyman known";753;423;90;333;454;546
"4516";"3. RSIHR Known";"3. RSIHR Known";753;475;68;407;349;651
"4517";"4. Rosenberger known";"4. Rosenberger known";753;551;19;532;133;867
"4518";"5. Optimal adjusted";"5. Optimal adjusted";753;391;114;277;550;450
"4519";"1. Random";"1. Random";754;405;98;307;516;484
"4520";"6. Biased  coin";"6. Biased  coin";754;409;105;304;498;503
"4521";"2. Neyman known";"2. Neyman known";754;426;89;337;443;557
"4522";"3. RSIHR Known";"3. RSIHR Known";754;444;80;364;384;616
"4523";"4. Rosenberger known";"4. Rosenberger known";754;564;29;535;144;856
"4524";"5. Optimal adjusted";"5. Optimal adjusted";754;400;113;287;532;468
"4525";"1. Random";"1. Random";755;397;109;288;507;493
"4526";"6. Biased  coin";"6. Biased  coin";755;417;112;305;502;500
"4527";"2. Neyman known";"2. Neyman known";755;417;97;320;459;541
"4528";"3. RSIHR Known";"3. RSIHR Known";755;436;89;347;397;603
"4529";"4. Rosenberger known";"4. Rosenberger known";755;546;31;515;130;870
"4530";"5. Optimal adjusted";"5. Optimal adjusted";755;387;122;265;543;457
"4531";"1. Random";"1. Random";756;402;106;296;533;467
"4532";"6. Biased  coin";"6. Biased  coin";756;399;96;303;499;501
"4533";"2. Neyman known";"2. Neyman known";756;419;87;332;459;541
"4534";"3. RSIHR Known";"3. RSIHR Known";756;466;85;381;370;630
"4535";"4. Rosenberger known";"4. Rosenberger known";756;569;25;544;128;872
"4536";"5. Optimal adjusted";"5. Optimal adjusted";756;399;93;306;508;492
"4537";"1. Random";"1. Random";757;401;88;313;483;517
"4538";"6. Biased  coin";"6. Biased  coin";757;406;98;308;500;500
"4539";"2. Neyman known";"2. Neyman known";757;457;90;367;414;586
"4540";"3. RSIHR Known";"3. RSIHR Known";757;469;57;412;362;638
"4541";"4. Rosenberger known";"4. Rosenberger known";757;561;28;533;148;852
"4542";"5. Optimal adjusted";"5. Optimal adjusted";757;396;107;289;538;462
"4543";"1. Random";"1. Random";758;375;91;284;510;490
"4544";"6. Biased  coin";"6. Biased  coin";758;381;95;286;500;501
"4545";"2. Neyman known";"2. Neyman known";758;408;78;330;427;573
"4546";"3. RSIHR Known";"3. RSIHR Known";758;460;73;387;357;643
"4547";"4. Rosenberger known";"4. Rosenberger known";758;533;32;501;142;858
"4548";"5. Optimal adjusted";"5. Optimal adjusted";758;390;127;263;552;448
"4549";"1. Random";"1. Random";759;367;83;284;491;509
"4550";"6. Biased  coin";"6. Biased  coin";759;377;85;292;501;500
"4551";"2. Neyman known";"2. Neyman known";759;385;89;296;480;520
"4552";"3. RSIHR Known";"3. RSIHR Known";759;455;67;388;374;626
"4553";"4. Rosenberger known";"4. Rosenberger known";759;535;36;499;151;849
"4554";"5. Optimal adjusted";"5. Optimal adjusted";759;374;91;283;537;463
"4555";"1. Random";"1. Random";760;388;94;294;502;498
"4556";"6. Biased  coin";"6. Biased  coin";760;415;101;314;500;500
"4557";"2. Neyman known";"2. Neyman known";760;425;89;336;459;541
"4558";"3. RSIHR Known";"3. RSIHR Known";760;458;69;389;364;636
"4559";"4. Rosenberger known";"4. Rosenberger known";760;531;21;510;140;860
"4560";"5. Optimal adjusted";"5. Optimal adjusted";760;390;108;282;531;469
"4561";"1. Random";"1. Random";761;388;108;280;524;476
"4562";"6. Biased  coin";"6. Biased  coin";761;403;103;300;500;500
"4563";"2. Neyman known";"2. Neyman known";761;426;90;336;442;558
"4564";"3. RSIHR Known";"3. RSIHR Known";761;468;79;389;359;641
"4565";"4. Rosenberger known";"4. Rosenberger known";761;546;26;520;147;853
"4566";"5. Optimal adjusted";"5. Optimal adjusted";761;399;107;292;534;466
"4567";"1. Random";"1. Random";762;408;95;313;480;520
"4568";"6. Biased  coin";"6. Biased  coin";762;393;95;298;501;500
"4569";"2. Neyman known";"2. Neyman known";762;410;94;316;466;534
"4570";"3. RSIHR Known";"3. RSIHR Known";762;460;64;396;341;659
"4571";"4. Rosenberger known";"4. Rosenberger known";762;563;27;536;133;867
"4572";"5. Optimal adjusted";"5. Optimal adjusted";762;399;102;297;516;484
"4573";"1. Random";"1. Random";763;412;92;320;487;513
"4574";"6. Biased  coin";"6. Biased  coin";763;421;98;323;501;499
"4575";"2. Neyman known";"2. Neyman known";763;453;101;352;461;539
"4576";"3. RSIHR Known";"3. RSIHR Known";763;470;67;403;348;652
"4577";"4. Rosenberger known";"4. Rosenberger known";763;536;25;511;165;835
"4578";"5. Optimal adjusted";"5. Optimal adjusted";763;387;107;280;538;462
"4579";"1. Random";"1. Random";764;404;97;307;503;497
"4580";"6. Biased  coin";"6. Biased  coin";764;378;88;290;502;500
"4581";"2. Neyman known";"2. Neyman known";764;413;93;320;466;534
"4582";"3. RSIHR Known";"3. RSIHR Known";764;437;66;371;383;617
"4583";"4. Rosenberger known";"4. Rosenberger known";764;535;28;507;139;861
"4584";"5. Optimal adjusted";"5. Optimal adjusted";764;369;101;268;544;456
"4585";"1. Random";"1. Random";765;391;115;276;541;459
"4586";"6. Biased  coin";"6. Biased  coin";765;409;105;304;502;499
"4587";"2. Neyman known";"2. Neyman known";765;418;85;333;450;550
"4588";"3. RSIHR Known";"3. RSIHR Known";765;458;72;386;357;643
"4589";"4. Rosenberger known";"4. Rosenberger known";765;553;24;529;141;859
"4590";"5. Optimal adjusted";"5. Optimal adjusted";765;402;109;293;522;478
"4591";"1. Random";"1. Random";766;396;102;294;516;484
"4592";"6. Biased  coin";"6. Biased  coin";766;396;101;295;502;499
"4593";"2. Neyman known";"2. Neyman known";766;441;86;355;430;570
"4594";"3. RSIHR Known";"3. RSIHR Known";766;449;79;370;396;604
"4595";"4. Rosenberger known";"4. Rosenberger known";766;543;29;514;142;858
"4596";"5. Optimal adjusted";"5. Optimal adjusted";766;385;99;286;507;493
"4597";"1. Random";"1. Random";767;420;99;321;479;521
"4598";"6. Biased  coin";"6. Biased  coin";767;401;95;306;500;500
"4599";"2. Neyman known";"2. Neyman known";767;428;78;350;440;560
"4600";"3. RSIHR Known";"3. RSIHR Known";767;462;67;395;367;633
"4601";"4. Rosenberger known";"4. Rosenberger known";767;558;29;529;134;866
"4602";"5. Optimal adjusted";"5. Optimal adjusted";767;386;102;284;532;468
"4603";"1. Random";"1. Random";768;399;102;297;504;496
"4604";"6. Biased  coin";"6. Biased  coin";768;402;110;292;502;501
"4605";"2. Neyman known";"2. Neyman known";768;444;102;342;431;569
"4606";"3. RSIHR Known";"3. RSIHR Known";768;453;74;379;362;638
"4607";"4. Rosenberger known";"4. Rosenberger known";768;543;19;524;126;874
"4608";"5. Optimal adjusted";"5. Optimal adjusted";768;410;103;307;516;484
"4609";"1. Random";"1. Random";769;389;100;289;522;478
"4610";"6. Biased  coin";"6. Biased  coin";769;393;99;294;500;500
"4611";"2. Neyman known";"2. Neyman known";769;423;82;341;429;571
"4612";"3. RSIHR Known";"3. RSIHR Known";769;463;72;391;346;654
"4613";"4. Rosenberger known";"4. Rosenberger known";769;537;30;507;145;855
"4614";"5. Optimal adjusted";"5. Optimal adjusted";769;406;118;288;533;467
"4615";"1. Random";"1. Random";770;418;109;309;491;509
"4616";"6. Biased  coin";"6. Biased  coin";770;405;96;309;501;500
"4617";"2. Neyman known";"2. Neyman known";770;432;96;336;456;544
"4618";"3. RSIHR Known";"3. RSIHR Known";770;458;78;380;381;619
"4619";"4. Rosenberger known";"4. Rosenberger known";770;559;30;529;160;840
"4620";"5. Optimal adjusted";"5. Optimal adjusted";770;390;104;286;538;462
"4621";"1. Random";"1. Random";771;415;88;327;472;528
"4622";"6. Biased  coin";"6. Biased  coin";771;400;94;306;505;499
"4623";"2. Neyman known";"2. Neyman known";771;437;94;343;437;563
"4624";"3. RSIHR Known";"3. RSIHR Known";771;467;58;409;348;652
"4625";"4. Rosenberger known";"4. Rosenberger known";771;561;29;532;142;858
"4626";"5. Optimal adjusted";"5. Optimal adjusted";771;388;96;292;518;482
"4627";"1. Random";"1. Random";772;393;98;295;513;487
"4628";"6. Biased  coin";"6. Biased  coin";772;406;89;317;501;501
"4629";"2. Neyman known";"2. Neyman known";772;441;90;351;436;564
"4630";"3. RSIHR Known";"3. RSIHR Known";772;454;73;381;391;609
